flight_distance_km,aircraft_weight_kg,num_engines,engine_thrust_lbf,cruise_speed_kmph,cruise_altitude_ft,fuel_consumed_kg
11637.674096283403,95414.94420034466,2,38060.191610443064,914.4135108654988,29049.583319200177,44013.18576249305
1388.4563804911284,186902.8714664746,2,23026.159872287502,922.9415353335814,30102.460840861797,4681.52287660108
5569.446209600807,39713.098012132396,2,30057.995362376045,723.0041461351678,40395.3932324591,26044.823777704853
2003.2751750194068,391784.8855046241,2,26630.257461602094,941.3042441651646,40930.94250353891,13051.995010590856
12987.620360371226,242781.61855107427,2,50207.05112073229,783.4032746910158,38375.77504314386,42111.210972364155
9462.4824643651,230755.69901571496,2,56212.78632190004,809.9748773958388,34697.72208904113,38845.94410929653
5164.200965333943,268514.178921693,2,47978.609607845596,897.9759397982039,39703.91216399178,15267.170299796036
1234.3077492045475,207863.03345089295,2,31954.178801499176,866.2240763931244,29454.68402148639,11196.596259433314
4871.440129220235,30248.263530114884,2,35216.74887483319,923.2649781090144,40257.59430018511,18379.28665448437
5080.194833793182,251902.91233703156,2,16253.684696471784,800.143437694193,32570.18805692062,21445.75352699574
11025.210821569543,291578.42099735653,2,47343.23555672689,793.3220409190396,39199.36208603153,43654.82961711213
9672.094828921632,177198.14115838832,2,39823.7839697522,707.9222123853299,36688.85427781008,38812.01273435746
13342.027315872001,307286.9085311957,2,55121.99980687182,815.6813441674145,40483.565952724384,50713.373795957064
7241.559399880654,104714.49634727667,2,20030.55717875766,881.0176925822772,39240.81332134564,27032.11182898879
2058.035415293035,102527.6577872823,2,47986.30609663061,775.294679406554,39542.67157616178,9800.88444902646
10784.698372178027,79661.28929665325,2,44233.583085959486,815.6816284184604,36212.80662956039,30928.168029359676
11483.540214668392,160101.99823945982,2,23292.276690487608,754.8494421213195,38831.060902691584,44587.67543238362
8550.774804271594,341558.5975186299,2,43368.931977041255,893.1969514678651,37842.7049598974,37952.77729517417
11633.217545332047,334262.40774094255,2,56218.669028832475,715.1278903352868,30101.100701750533,47956.8627156513
7558.7952665565435,164238.84744205844,2,55921.799383355945,876.3457637501245,36431.75958759216,30927.95334351862
7984.172591915312,243043.35714445036,2,45981.32872580706,794.7350029362459,29926.282104762064,37044.23751969198
6584.85296987068,293351.83289341774,2,12403.655626703005,710.3990173467802,39302.92958451189,27308.1743005673
673.6611631381993,110140.98790790478,4,53613.21686600808,913.3673968229465,28857.34739141959,4798.299266315701
1886.0039768015754,82229.89481179338,2,42888.930350227,821.9304657952913,40831.60671251258,6480.791267678644
762.0090295949935,389340.6694071028,4,25521.71265913672,849.8297424040322,33208.14665979025,3021.3621382516303
9655.233045577572,253906.89364607426,2,19362.518085284966,883.0076728811142,30218.181598118663,39107.98386999958
4921.032921822002,392900.8057404596,2,15810.193149865856,863.7686082502971,40163.774787595896,21545.7633666657
7775.989160121131,147022.7870845115,2,12511.844962888048,882.7142177036529,28590.537820988022,23642.58366062232
13641.227166713568,286558.1093901182,2,47705.162397537824,890.5704211444645,34111.37324861679,52516.20555495888
3964.5957684884615,103034.5891587528,2,21792.149947163765,847.2878826411527,38012.952663018536,15293.026175404248
6332.628968623757,117778.46542663474,4,11212.646802162753,791.4094577269392,32117.756180612112,23209.628289302324
11406.601736582816,213546.61032499635,4,29863.532592099466,760.7855374290857,34874.85070873641,43875.58253400025
3663.33303272685,140094.12394408323,2,34130.354029616945,925.7258091631968,37105.36921207943,10667.784734486166
1431.604674483257,82031.43738710327,2,18461.511545006346,942.4812111595551,40375.69347301717,9331.766105395109
4559.34635783239,118420.42815992254,4,12202.41680812749,789.4156887745522,29335.13431052339,19023.663271974612
2669.952922633865,31655.886685960293,4,19456.274154903444,728.077682268075,30043.947148293955,13682.110830888854
13966.555489435825,287089.8234043999,2,43955.13809182872,755.6343317791078,34615.32163752287,52149.58877267573
12179.369579596929,205988.56300679914,2,14112.18386256032,867.6668364967974,33440.17449495061,47035.42744616395
9611.035220703225,54000.85136652879,2,37751.85152784969,743.2333424895827,33340.350088887666,29342.7212615382
13110.47067575945,83587.10537508364,2,17320.59939540833,895.030568265247,31860.499538169992,44731.620605342876
12113.979530416982,57168.19355903001,2,19784.45867902097,930.7575599686784,35288.90238061643,39280.70295509937
3042.5798656247266,252010.4527613848,2,29653.894163334935,940.9128787697118,39482.74837015431,15546.90048079216
13420.617277802674,53988.35889997263,2,15041.266802686567,702.3313764937227,30092.01642699223,44514.50430271242
8228.330956160065,306135.85121945257,2,18660.175139110645,939.5385412386041,30798.722283444848,32197.326424718187
12169.370280911719,25835.17118038943,2,27447.620572567706,885.0486047824045,36720.70547139461,43262.407650508896
13472.54210887535,113261.55101443079,4,26483.450274918345,721.0125580659505,28730.569505734955,47905.14371167112
4974.651082086399,358234.67019070854,4,47463.57428378659,803.8101171946817,36758.934594319086,19530.60504762622
1917.7632905568485,292478.963522698,2,13739.115256321218,875.0113686448773,32087.929961223384,16057.460161641182
3650.646889366543,45873.90317761271,2,53022.53678331717,939.1713731652624,32652.101108200193,14617.007603471615
6578.484492805967,331670.17191333865,2,50811.608536972744,741.0353484028482,33272.1418596977,33726.282402516306
12324.81705906065,206339.41642835824,2,48299.581984596916,731.9333204817385,32544.638299392293,43847.53021457689
12952.739573868248,341471.1163784928,2,25468.618123156622,818.0867633154696,38935.72507663392,49583.93847029953
402.19631880850335,247482.59384005028,2,51144.08927703938,942.0247234346223,40298.88994620402,6149.051633688854
7807.985347890216,278460.218236552,2,19140.10401446404,942.8448038145026,35124.14917911045,36230.12681783312
6435.9417462870515,397517.5960711605,2,16220.460292751412,756.9786852632274,35564.420484854214,33502.06814552227
3564.9848139197347,106752.17854297494,2,12247.816674474368,779.8367869928643,28916.280404174657,12766.483190489802
2062.0208998051376,256347.20955885036,4,56965.5181502788,927.0079964111636,37271.49506869301,9757.91661575847
5262.943019633331,193842.7710019262,2,25400.544885263684,883.7103727130161,35593.28534853309,21564.858637897207
14160.772647514032,33070.64601646813,2,55880.894008895295,943.0791071644046,28655.128809498805,54522.58780239502
5051.083100705102,23527.785054094442,2,23630.678075966483,923.2870907538886,30579.533671932142,18656.94319216986
7926.222139627482,63545.31672642201,2,55378.297966817474,753.7740125784359,30625.264465103315,30502.410816763793
10634.378695759115,265953.04488572537,2,55196.452642304415,889.9317148531709,30222.583375263668,45631.93377371399
5645.355154975621,234656.29958291582,2,56183.80225053564,712.1413078900291,36562.397410096106,27236.721177118332
14585.196615998122,229410.09236454387,2,34807.67196420969,904.4581946853684,40069.714999624994,58135.9202387144
14447.975235649035,30169.283285795354,4,53297.3143399446,850.389190611152,37918.67922965867,53952.52566710237
4001.1997486328532,197273.7446095227,2,57538.29480836601,939.0252406591154,34205.855307780876,22170.361165937917
7609.5530366180665,371205.9164158459,2,26230.847094858975,940.0081138672696,33252.66687379826,29080.994253129764
4722.911154306514,169880.094076667,2,30943.720284127754,712.7037772560889,33023.955369019895,26445.05285588109
4487.155267348774,256720.3834591903,2,45962.0093667872,740.130371388942,35816.21045004573,23656.166872142712
842.2381261116321,315890.73408804083,2,25017.991086165042,821.0517618296728,32669.868566278972,7705.62922680329
9260.595709504483,317459.45663220104,4,47690.465445632944,919.8733812365373,30939.58562545332,41456.93035944703
7689.381641464264,216364.99147499364,2,13694.607260676697,903.6112855740141,35836.95778548258,29389.863549704573
1056.7376433748436,345737.64314369246,2,36174.91921442711,941.0925065879446,33079.17037455845,11032.621366122024
4396.103024278188,167506.43166495135,4,16115.67420418726,854.5210292778352,28183.62277886984,19997.1951596249
13651.50852370981,357480.808047793,2,24666.17382183382,764.1408798904051,28289.00447636807,56222.27034470187
3821.5597928044945,109766.77756309831,2,22931.2696243236,706.2766598762944,31563.775945007437,14101.56240021229
2429.9546197409795,125042.66747039814,2,51946.6036781333,755.7316226801372,34661.48859358923,14069.563556439382
7494.955576080176,38292.07844401842,2,19675.862770309875,868.8182994884062,32605.113599683853,25874.53741635416
14789.06167542583,321912.26155915204,2,50422.39600795595,931.5687058357532,28312.716981038175,59791.76913229741
3858.212491219056,177315.10024089352,2,49698.0172953961,780.2259168270662,30900.972928792125,17103.793891855694
10180.392546866415,105522.54651415443,2,34944.1527778615,918.9260825723238,29253.45101277001,32441.215812424678
11495.808345332149,106543.88604953344,2,21692.16277980648,798.7245620852891,40332.21601769842,40057.052594671804
3793.2718966882753,362334.77754956705,2,21344.816997811136,777.0678123421376,32066.842983170845,21682.73743804479
11004.780324594336,336556.1413761161,2,33246.23235579239,827.2110607014545,28191.962830741446,43319.046593250205
5706.412050973023,229448.79820644401,2,10440.450369675815,810.5683731024038,36587.322275813625,27263.626696318355
9594.895709725619,253354.32575880544,4,36567.53773056831,928.4499671292546,31021.823226601624,34473.92259106656
9612.886748185152,199192.36795021116,2,57638.976288352766,817.0642368520316,35367.57131540305,39874.18169890069
8175.88785589895,167616.619379705,2,17735.344093129825,769.3338468057689,29959.69090992334,31341.966783086827
1627.259619799802,367712.1686254026,2,38667.28107378017,910.6413943754759,40792.17205659204,11244.081150028327
12578.946685161798,65984.05274475539,2,58088.93443222284,949.6873779148916,40613.36942534933,42642.93586669909
5015.4669550845165,177846.67367159907,2,53026.106974580005,862.042854795331,36527.783571973974,21912.417619597494
3041.822102877857,149622.64885136837,4,52519.00581906701,762.6153422340897,37193.63408368679,10914.406658651982
899.3945808550295,208293.57513593868,2,51092.49651980945,759.7037692532948,33536.42558679147,5385.951882781765
8986.126264867155,192815.37607625689,4,25451.180302809284,714.426674053815,40508.3314904362,34430.692539001866
10260.196119081551,216215.8010907131,4,54530.84156334061,719.3232596285212,33508.615064825615,39147.36444128153
543.8410852394854,71449.04930071175,2,57067.017561658555,928.7457737956906,31113.083966304785,7199.889343579246
7827.767956999431,214020.05357807185,2,34789.62116495197,724.1217767623876,29499.92192485075,23532.821328962575
3629.487895409688,110603.98690491455,2,27728.55236297294,821.0859620691947,30705.62890408701,14381.711920038737
9784.040019018912,88414.57531348905,2,30711.450780292806,874.5304449232946,35438.775551073384,35096.25189766131
2863.186506373374,42766.67157632505,2,26710.322091563277,912.5886956934007,31186.19233321089,11171.32623049166
10456.78475010625,309333.2774448458,4,20620.922101227006,742.8177375634318,36505.24256981808,40018.33991624701
5985.009590617899,181282.8137672059,2,40922.42351264447,809.4446697813393,32968.39875850561,27556.867648855114
14069.930834429997,257377.88702509168,2,38129.84431226614,762.8700487534444,39529.347770424174,53094.88461714483
2321.5578789461006,295940.657142412,2,33129.253551963775,763.9557724916504,35260.21487705251,13625.986309853359
5313.6753604388,277498.9661497774,4,14792.269334241588,775.959826871669,36093.85269031659,25732.961074985575
1968.0607622366592,197731.27469225862,2,49844.64823529999,846.7790536046168,35235.2774389048,11007.082366480203
13892.996188694873,166177.2380595608,4,18746.67813753946,704.144367921397,39512.39406448331,47685.45021735875
13196.88849470042,161616.68548273353,4,15728.102169802407,802.191571578882,28824.454383079486,47648.16906473409
4091.7419274127874,262498.6404272815,2,41153.56977414737,746.7075338081981,28875.533192179686,18709.29641528261
10001.765476702432,207011.44358779563,2,29932.21806188616,941.7796271281587,37122.62318402173,33770.30863301302
12313.166342957873,342368.5187316111,2,12990.423767616474,845.6822898125776,37983.53072662632,46355.99061049906
8461.451930512096,352136.158012804,2,27778.41774805291,917.0238672075807,33636.66243766558,35247.89232051431
8085.863501833295,83154.06439849005,2,48589.017614248136,748.922496692403,32579.967704705425,36556.225393888606
3855.22867623664,70041.25489046719,2,40762.460260854874,902.503924830947,31613.28586067037,16472.4742763904
1668.6106867467183,258813.1537457518,2,28139.30114934984,803.6956153263084,31047.13351583612,10758.337952039956
13489.071641913903,133068.23575979075,2,19590.239581729402,744.4236722123507,39855.461665821866,54671.46298174892
13536.145440300957,25094.014568267765,2,41589.78104023867,890.3113005970582,31836.814102695243,50348.25915317012
9606.591421917039,357461.49969664885,2,54377.765047317764,890.5027744038202,36425.02434554556,42259.23258226161
5283.7379284159,104676.09308713475,2,42313.63590079569,948.9719767160152,38232.23214498709,19688.809516785026
5433.380746806115,372985.20894397906,4,50645.19273251121,895.234315449541,28285.565519818552,21828.091124083447
10971.548479392519,292059.9602354929,2,36076.39192771855,736.3168119817819,28440.363948481427,44287.789571453235
13487.520821302884,309333.633146187,2,45898.55533705144,780.636185446432,32330.7862602858,58230.89569235942
13340.170436697224,94958.29139298727,2,54811.33868891762,812.9317293227865,37048.20467607814,53750.29378642583
11764.17052410707,107462.27058562254,4,48658.948912932756,731.6632014274488,31390.382258410547,45733.232268558735
9737.865198468031,217124.28196079313,2,55492.697669907284,897.0097436119535,28019.282775619253,36389.43282337318
1536.8574854272179,83742.14371224734,2,31556.98010580299,831.6746344781466,31745.922699270923,2614.3709133242783
2675.9420971908226,134674.90660491833,2,55211.01275635283,936.1123922739384,29171.700616365666,10023.399347616378
13508.746571348065,140798.6665760613,2,41078.36172408538,847.3270361314551,30852.3729753002,50867.295031381145
9214.507176995972,78978.63450255588,4,53502.43830408468,830.7247709345635,32331.47000909087,33092.46987918207
435.19665876445583,96379.8423569514,2,11968.82652189177,717.8562882332161,29664.745615893775,6214.429525172836
1791.6316801306718,319226.803647154,2,42892.619095676804,737.3364762361444,37182.74145681958,7449.401097042957
10053.47600588842,81868.81643705652,2,52398.75394389493,912.3815191910378,31326.963016080448,37076.897653818116
374.4052825394147,28870.72368437839,2,18710.101682159988,947.6689944564521,36594.23239096451,1000.0
2663.87835583723,258413.58808425447,2,43089.34667324615,803.7947839745674,35787.427086675205,17035.427681492783
8366.386703688815,390825.5516079159,2,51247.73571083157,902.5215209312323,39674.59134001857,37797.52436931789
10470.85940608259,144523.67718603235,2,24397.468481631855,856.8964415826629,29143.1312404807,36810.79576764231
9883.830514688229,63326.47862096837,2,30262.3163953196,939.7648184179284,30789.90544772764,38711.17947229704
3596.7588490702287,235887.95829039675,2,38475.88592496097,759.5343088610233,39247.31957757169,12028.202708644549
10769.034553808777,364227.30863853684,4,35958.384444228104,836.2089357519858,38687.708933014015,38514.713366716554
3787.561586202961,317511.5998944789,2,11959.469651856782,802.198954585649,30497.37224336666,15602.818457767318
5083.375562941235,255801.06173365752,2,14933.604904270673,835.4289939857538,29400.568155299614,15978.79935845753
11273.423655234956,138351.58170410298,2,15023.328965218065,767.2145208547138,39131.13904006252,41495.03289857678
9849.603615994056,224998.22619151603,2,23113.395274958748,824.436540678936,30315.79473872116,38068.489801157695
12783.584134264416,52855.52937822555,4,22293.20564012246,856.2010366811912,39324.42617892034,44764.73044908957
9966.909516815047,277357.15207521594,2,47111.11918933998,720.3039709998731,40494.491091910626,41603.51005449585
8654.136469031433,294986.6792189026,4,38637.21930080722,885.7468137019058,30870.486301483714,33316.84705776549
1677.0190870729593,386642.079951589,2,48198.80423226206,876.6307407901043,38925.03879897241,8740.266094629773
5705.422304973673,117471.79104061736,4,13494.802870543506,920.1144003628713,33509.80416976942,19609.255698716963
4198.474804921364,25050.35207443465,2,34260.71187358003,806.4641379524813,38254.119521795445,12094.503308000745
3886.6477576725288,226422.43341117154,2,26188.778963263474,715.4172831536795,33296.142032724965,15688.11015589365
14603.25515486095,287993.9726795831,2,52496.96553778732,815.3652822554217,28915.14278353832,58269.29393429637
6078.536552601378,319935.6557873014,2,45389.45784549516,734.4022930154904,37265.03854397764,21712.447236438333
13413.084361103565,92008.27241547765,2,53462.92354133981,861.8617033804544,29958.952318746527,48376.110783520235
9577.737802159765,117989.59597214304,4,12321.356120303004,711.7828810328265,40051.32616111709,38411.20806162924
11983.726162062232,213809.7334521072,2,46041.174478330024,793.4991015569237,33430.701679269114,49286.14247010435
7688.765268646324,144289.5094085407,2,37000.4176079789,720.7107246218739,29066.001922824533,27768.952389440343
8780.48710400748,346715.387876404,4,51250.00145077829,700.8416085179008,30970.240192061927,43597.10737344572
7540.010099137299,198976.37872819114,2,35358.02954629105,940.139305975398,39212.72902708003,26927.015763733667
3170.071920631254,323439.04204696516,2,37010.453895095445,949.0318370065701,32174.111105113992,16001.635993109161
10920.046094344129,239796.74850425913,2,12588.369047103257,838.8757378829532,39132.263934735965,38558.016820487865
4427.35372788058,313320.4340977368,2,43426.143251798334,759.738962486371,30239.727599097936,22363.325094580334
657.4447065423715,145081.0808545837,4,23656.993780252502,927.7747592021644,34086.83560650483,13354.07473659327
9788.442749835367,335601.1495773789,4,10984.696108941025,930.7591492690267,39417.37339322601,45044.483880763146
2903.5269872836193,122886.62454049024,2,13321.858125301502,913.6272227926765,28629.262820202333,14811.262288705508
14124.74118998784,226609.74465725708,2,57864.28044830128,836.0924961418455,31955.603376135066,52170.55463911227
14322.750081938035,99750.71723241995,2,27303.86447899235,718.6755402240069,39828.07066270422,51668.16439870017
13748.506536240593,199651.13126120585,4,53403.78143105795,722.1097318841995,35754.84226020456,55530.754632984754
5741.332893755032,139542.9300323246,2,57983.8617034628,924.1549469281638,37311.017703287755,25596.005120419846
527.2122629743512,119880.71050341584,2,57163.35944186614,918.9567118643074,38947.66970170129,5035.47293605238
13946.282870039564,387388.2768867103,2,54086.262034971005,808.5993122953045,34806.75354149852,56130.27666569906
6594.3069802645205,79148.3082959311,2,54742.19562306505,782.0386548691063,38989.7567132808,28529.245429015053
14509.825839941943,318758.469908725,2,24450.402217047573,861.0309800360255,36303.939418689304,59964.91634919928
14465.213663212016,393951.0145225881,4,17573.494513017915,901.7469870638812,36913.45585732553,52386.7692841849
12839.238995370193,25602.366788709733,2,41963.12810439618,882.9212355129553,29987.107917185815,46841.72370706472
4628.398713422909,285028.4721640803,4,34405.27959344119,853.9007345126765,40207.24478005115,22897.447859249904
5960.9366104483015,114612.30972250168,2,14937.335934758552,757.8777611112079,38349.0965556539,21284.740833007912
12811.709071297797,33466.3488934123,4,43877.065801120545,765.6262173051788,31304.547949912943,50057.580477180556
4958.753475797282,171903.81916143297,2,38143.00037423867,881.0168703494254,35539.93066297969,19831.492252127013
2791.5433762855596,375253.2034852743,2,53153.37004052196,900.6549631127577,32894.05676319509,20382.6375170849
8484.978558137747,22494.266048193116,2,40459.189784419934,729.0337970248975,36585.22598452885,29738.995687242917
14061.47518016348,242572.3343171766,2,38697.30898608768,746.8242619278265,40918.70896163211,54405.81833773047
10531.638011122102,209533.4548234139,4,32037.586166631394,870.1175655443428,28594.703162867387,41356.271932902266
8679.899200313665,351632.7507897401,2,33139.353494443516,797.2466468678502,40382.80729352712,41304.80563520576
1728.4944584302975,50088.654946879,2,57719.0613489558,840.8232168177576,28941.087317867452,10178.43275597666
9340.606232477796,278342.94341670047,4,16922.300470011967,853.7037381639091,33989.94026593011,35832.77607181244
14853.79159653267,277801.9048015119,4,32310.940929109358,894.0508668168329,34267.41960771467,55984.754138436176
2359.2350239769034,273588.5664413922,2,42791.361696342145,901.4292376792268,31493.41790979751,12388.47059404657
7919.44588974693,377971.77706518414,4,31650.53227951998,770.0240613153642,35367.09071877592,34076.14017669988
13197.384157340945,332419.4360806283,2,24160.781352037888,835.3241822305429,38841.53390240215,48826.69845230869
11189.298680986805,34033.58142501929,2,24367.868538142742,730.8809846554701,31821.50835574655,39916.41176862664
10546.13139263044,197953.64896912404,2,21682.80231288579,910.5037921743872,28915.264189477788,44418.64486113624
10626.516034610506,170018.0674689094,2,27195.160029154482,911.3619845832989,36219.68810833641,44257.9305268781
5584.519922930401,136476.23845668638,2,53583.73877917835,774.8764297498641,37772.686678927275,17970.086169927403
4615.800110688052,190410.62900886516,2,35261.22751614976,740.1550518555107,40408.79912734891,14547.098681090898
12197.60898553415,164762.17864172338,2,22011.93640389092,717.5229445500667,30073.820408963977,43823.90818955448
12208.666901783958,183151.54975365015,4,29226.33585132662,843.7441104778965,39717.678255462466,40724.820085300234
13045.963083127524,392078.03266250144,2,15291.520603928402,722.85702509997,34267.605203458465,48057.709076937565
13724.636122580128,51857.79635433985,4,55201.786986936895,870.14871115515,31064.85708131254,50971.75585808571
7816.7332632557855,370292.19227839477,2,30409.8916045716,869.5316002585366,40515.7301125515,33407.498053261574
7672.289531901834,201450.4245459322,2,59019.56022965378,853.4968517829061,31099.5805169722,25892.34573138147
12034.939130811596,256269.53778082473,2,27376.938663125962,919.1401254657736,37534.77441456712,50023.96770185663
